135;8881;6;2592855
136;7714;2;2876106
137;3544;9;2587129
138;13131;1;2264758
139;10454;2;976109
140;8206;3;2443229
141;9194;6;1014291
142;7074;5;3372242
143;7612;5;3069118
144;2072;8;1252078
145;11837;1;1138801
146;12026;3;1559241
147;12528;9;3474729
148;10274;1;1552661
149;9098;1;2023689
150;9626;8;2644633
151;10369;6;2522998
152;9190;6;1668971
153;11754;4;1243350
154;12912;2;3376275
155;9572;10;1745290
156;11026;5;1015425
157;4899;6;2436769
158;6370;3;3062647
159;5979;1;528403
160;2687;1;1231884
161;9751;7;15751
162;11561;4;1380598
163;6396;4;3394696
164;14818;7;890254
165;6291;2;220598
166;8855;9;1566631
167;9655;10;2849368
168;12944;10;2765572
169;13440;10;2055900
170;10874;2;3366318
171;12938;3;3606168
172;6705;2;2784080
173;8189;4;520497
174;8969;3;2391678
175;10390;6;532880
176;10541;7;2362531
177;9937;5;2674216
178;13607;1;1687286
179;12805;4;2810548
180;13837;3;1622526
181;3718;2;1294030
182;8525;8;1070413
183;13448;8;45423
184;13512;8;2880947
185;6254;3;3634420
186;3325;4;2555968
187;6239;3;2122204
188;11576;9;2299299
189;13620;5;2473458
190;12476;5;1577916
191;1875;2;439334
192;7393;4;3180369
193;3068;8;1736348
194;4891;1;3399624
195;2240;7;2427583
196;3022;5;3289475
197;4002;7;3633242
198;2355;6;2179201
199;9729;2;1032200
200;7084;7;3227935
201;6347;8;2365537
202;4076;3;709411
203;7182;3;3152805
204;2744;5;2313212
205;4533;9;2694481
206;7423;5;3394741
207;7048;5;1148784
208;2033;9;2507363
209;4735;9;2843410
210;9894;8;3038490
211;8305;9;1997106
212;3810;3;750031
213;4520;9;252508
214;1136;6;2561828
215;11256;9;3593960
216;12767;7;2601207
217;14944;3;1335844
218;11190;2;514469
219;3411;8;911402
220;5600;2;1320291
221;14126;7;3100232
222;6010;5;550437
223;1476;7;292128
224;3867;8;478012
225;7931;5;2926935
226;13074;3;426124
227;14848;9;1048234
228;3687;7;776482
229;2107;1;3619487
230;1328;4;898890
231;7266;10;2385001
232;2068;4;495015
233;9342;7;655427
234;6832;2;3238313
235;2108;4;2912299
236;9819;3;585093
237;7142;1;1573472
238;13450;10;1388044
239;13957;1;186852
240;12876;6;240029
241;5543;6;1407504
242;5342;7;3270420
243;11692;5;3111499
244;5029;10;3090664
245;13796;4;3236805
246;10850;7;3345214
247;3216;9;2928090
248;4398;5;2830178
249;6497;7;3461706
250;1787;8;3482259
251;5412;9;1954430
252;5594;9;3119473
253;10305;3;1268324
254;6844;8;3367504
255;11057;1;128306
256;3422;2;1815356
257;7845;6;417465
258;9228;6;2674950
259;1128;9;3042043
260;13075;7;2269073
261;13517;7;2347340
262;6767;1;372543
263;9226;5;2543674
264;13973;8;1944823
265;10830;1;653955
266;10242;3;1502318
267;7892;2;95123
268;3862;10;670035
269;4837;5;3305274
270;11826;2;3009386
271;8937;10;1028096
272;10379;3;3603719
273;7388;8;327867
274;5843;2;671927
275;12599;7;3568570
276;9527;4;3485464
277;13168;8;1094978
278;14413;5;857548
279;7536;3;897353
280;9629;9;3237756
281;12910;9;1153789
282;5789;4;1873342
283;7705;5;970621
284;1534;10;137391
285;5190;5;2600357
286;8996;2;2921446
287;13110;10;2883075
288;1624;9;943534
289;6016;7;3110312
290;14908;7;1097490
291;7286;5;167741
292;3714;3;2554249
293;10267;4;2001437
294;5545;10;1573479
295;1532;1;1548368
296;14704;10;1035690
297;7856;4;727173
298;2898;10;1166960
299;13620;2;2437511
300;5144;3;1734799
301;2888;5;3250355
302;5973;9;2258426
303;12568;7;3180801
304;13449;8;453086
305;6601;10;2454804
306;13999;4;2006843
307;13388;9;2792203
308;6887;3;596635
309;3816;6;3454745
310;11995;1;298721
311;10162;6;720892
312;7366;10;3215951
313;3284;4;1777884
314;6785;2;3460488
315;11368;10;1116015
316;11486;9;474412
317;5773;2;3057740
318;4914;6;2406355
319;13836;6;3000159
320;7696;6;1388324
321;1233;10;2274993
322;10065;4;2807202
323;14847;8;1215669
324;8151;2;2208464
325;7763;3;2841745
326;14590;6;2129572
327;7120;9;1602583
328;12517;8;2410308
329;6577;2;2779234
330;8326;10;2533543
331;5099;7;2758490
332;4532;10;3583578
333;8819;6;2076036
334;7845;8;2818252
335;13912;4;3643067
336;10263;9;2551093
337;8827;7;2348476
338;8789;9;518134
339;5801;4;1338522
340;6496;8;594040
341;10304;1;129819
342;7694;2;2286652
343;13627;2;1144956
344;10779;9;2812339
345;10710;7;376847
346;3766;2;607636
347;14776;10;776974
348;10283;9;2196948
349;2112;1;457859
350;3406;2;1074617
351;10240;2;1633667
352;6117;2;1976563
353;13533;7;1822901
354;5269;3;1049121
355;3332;7;3115345
356;12219;5;443761
357;9133;7;1043207
358;14808;6;972820
359;7295;2;1267199
360;9756;1;325712
361;2319;7;404345
362;10448;9;382201
363;9778;8;1473248
364;10936;8;921799
365;3330;8;1195684
366;4405;5;792963
367;8733;3;1140278
368;5958;2;2615568
369;11637;6;3473365
370;5037;9;2220706
371;9120;7;1781504
372;7318;1;2540051
373;5674;2;1068235
374;6073;6;2406233
375;12775;5;1259061
376;9947;5;3644437
377;7925;1;1662881
378;2429;5;2059058
379;7543;8;1831837
380;1440;6;2234140
381;8940;2;1353300
382;7177;6;3061512
383;4593;7;1952450
384;2702;6;1704674
385;3169;4;900199
386;6705;5;782339
387;11924;7;1761221
388;2309;1;1027108
389;6874;1;3358599
390;7344;5;3199521
391;5983;2;1508066
392;13467;3;1376379
393;12598;7;2906776
394;11195;3;1013462
395;2317;1;189789
396;1768;6;3403365
397;12035;2;813932
398;1809;2;223066
399;10094;1;1616733
400;14117;8;3239673
401;6627;8;3123276
402;5480;10;1816915
403;2233;4;2379095
404;4226;1;1893008
405;6666;5;2948941
406;6172;1;2749195
407;2754;10;908536
408;12494;10;3072539
409;10558;4;3446049
410;13187;8;3126972
411;12903;1;2436793
412;5069;1;2639744
413;6727;6;2796589
414;12784;3;2688857
415;14197;7;2628416
416;5952;1;998706
417;8619;7;2085251
418;10822;7;3424252
419;13806;4;21919
420;9157;6;413745
421;1028;9;2687551
422;10090;3;113411
423;3738;10;2912662
424;1784;1;273944
425;5065;9;713008
426;5534;8;405654
427;13345;9;3289467
428;13671;10;55561
429;10617;4;2216787
430;14551;8;1511376
431;3343;9;2831010
432;8720;6;1439973
433;11430;4;442985
434;7186;8;2248086
435;4169;5;2766686
436;6846;5;3191984
437;3629;2;682595
438;1310;1;59623
439;6854;7;2411588
440;6519;3;1806932
441;3382;4;3529436
442;6298;10;2344685
443;11681;3;1237291
444;11997;5;232143
445;12098;7;763328
446;10678;4;2524109
447;8636;2;2235401
448;10127;8;218452
449;10555;5;2040816
450;4503;4;2846908
451;9776;5;1318627
452;9874;7;1045271
453;5308;9;201769
454;10679;2;1203449
455;13468;9;552478
456;13827;3;3010691
457;5702;4;2559943
458;10683;7;2105512
459;3563;2;1180343
460;8769;4;2543618
461;13832;3;3116161
462;9886;9;853872
463;11519;9;856155
464;9734;3;1935208
465;6588;5;296064
466;14071;6;997063
467;1631;1;2197089
468;10987;10;549046
469;5865;6;3577537
470;13733;6;3092163
471;11964;7;316484
472;11372;10;2026003
473;7313;6;1012856
474;12882;3;1870919
475;1406;10;539855
476;4602;5;343286
477;11870;4;2532092
478;9076;10;2681116
479;14914;9;3167016
480;2347;8;1844642
481;8429;1;1826313
482;7040;3;3071115
483;5972;4;1670261
484;5850;9;3025545
485;13799;5;193086
486;12737;2;1786472
487;6944;7;1238508
488;7822;10;2895545
489;1972;10;1696156
490;6715;2;3412263
491;6379;5;632308
492;7131;8;2232948
493;5542;10;2535184
494;5344;6;3523761
495;5533;1;2346793
496;8668;9;2676317
497;7084;6;1489026
498;2087;9;2957695
499;8328;6;3591733
500;3082;5;3421964
501;14345;7;327239
502;1049;5;1686553
503;9787;9;296783
504;13932;7;2604618
505;7893;9;2531007
506;11458;7;2948665
507;6130;9;32708
508;10667;7;1986951
509;12008;9;663805
510;14780;5;209252
511;8268;8;478738
512;2558;3;3534695
513;9433;1;2594699
514;4046;3;2991360
515;13165;6;717723
516;7136;10;45185
517;14749;7;2839325
518;7978;8;1486178
519;10836;10;1742609
520;5276;6;2165663
521;10262;8;3414253
522;9022;5;2957589
523;3097;8;2508243
524;3888;7;165634
525;3019;8;2459909
526;11815;3;1739453
527;7267;1;3146420
528;2432;4;1144719
529;5232;7;3179544
530;4871;10;1519597
531;6423;4;2510074
532;14453;4;3230147
533;3476;6;2744912
534;13333;2;3400685
535;3045;6;1517866
536;2708;8;139733
537;3699;3;2774717
538;2515;3;2721494
539;10912;1;495056
540;13145;5;900269
541;1828;10;1753682
542;7237;5;2907412
543;3183;7;2232121
544;3656;5;1487389
545;10582;7;2933816
546;10356;9;753556
547;4954;8;3294071
548;5648;10;3199574
549;8272;4;2806550
550;8445;1;2302073
551;12252;1;3492946
552;10015;7;3238
553;2835;5;1215585
554;12652;6;1426401
555;4789;2;8196
556;14497;1;1025549
557;2661;9;2834063
558;5240;4;131126
559;13437;10;145070
560;6710;4;791975
561;13878;8;3458116
562;13533;3;2543903
563;1722;4;2462930
564;14227;5;2799853
565;14060;3;1355109
566;8270;8;904573
567;13190;7;790192
568;2595;9;2849979
569;11970;5;1473819
570;7786;1;578121
571;9132;7;926156
572;5654;1;117874
573;13069;7;991673
574;9368;8;842604
575;9966;10;412417
576;7149;4;507086
577;9417;2;725835
578;2685;8;1021056
579;11239;6;887811
580;6217;4;1706971
581;9405;8;2100897
582;4498;6;3602537
583;8619;5;1994125
584;1404;3;877772
585;4429;3;1682588
586;3466;9;2507155
587;13044;9;2014876
588;3559;8;1318916
589;14233;10;3392783
590;7408;3;493058
591;12310;3;961752
592;9525;1;2643995
593;5779;6;2577063
594;2367;4;3358610
595;10896;2;1098207
596;10816;6;2866029
597;10079;5;444721
598;1144;8;3088155
599;11598;10;133239
600;2072;9;2029402
601;11355;6;3619109
602;10501;4;444480
603;3743;8;1726047
604;5396;6;2228675
605;9193;9;1376363
606;9129;3;3375337
607;13128;5;2667542
608;13846;1;373656
609;14634;6;1014509
610;3081;7;3156779
611;3345;2;299937
612;9182;10;1813421
613;3367;7;2899096
614;4061;8;2093479
615;12015;2;2347203
616;3182;2;3511082
617;3768;2;549772
618;8606;9;1585621
619;5795;6;1117343
620;6105;9;2503421
621;1432;8;2545641
622;8243;3;3126955
623;1102;5;3113233
624;9304;3;981206
625;12783;6;3272459
626;1337;5;1937859
627;10712;1;1196680
628;7011;9;1288700
629;11106;9;3400644
630;9414;1;1202133
631;5947;5;62677
632;1241;3;1292976
633;1720;5;888336
634;4628;5;2513959
635;8648;1;1743790
636;4313;5;1656703
637;5543;2;1876831
638;3358;4;3421054
639;6723;9;3157572
640;10095;1;1963310
641;2728;10;3495484
642;4630;7;1641347
643;3250;4;304849
644;6727;1;235885
645;7040;4;193303
646;11914;8;2804099
647;4328;4;3400419
648;6822;9;483946
649;4869;9;1012140
650;7272;2;1242710
651;14789;6;2316618
652;1175;6;2514822
653;3722;5;1971122
654;11406;9;1285678
655;10923;4;3139604
656;6664;6;492476
657;6209;7;986739
658;5981;7;745348
659;14352;7;2612302
660;4355;7;3093883
661;1961;10;2178834
662;9036;10;1379256
663;9910;9;629027
664;13562;10;3468419
665;14489;5;3094633
666;9364;4;2662721
667;9917;3;925278
668;14159;2;385862
669;10061;6;350184
670;3257;9;690372
671;5827;3;1634680
672;9563;1;784531
673;5554;9;2083792
674;14282;2;2810372
675;8414;6;2663582
676;13096;8;904798
677;13282;7;2822325
678;7451;5;2877815
679;1191;1;787918
680;12048;2;468975
681;14883;3;2193655
682;5911;4;712973
683;14412;4;276985
684;14998;2;2158524
685;11306;3;2541566
686;1648;9;1203407
687;8004;2;2977819
688;9660;10;3259004
689;5578;10;3030336
690;7875;7;1251513
691;14539;5;670470
692;13733;4;1131885
693;7812;3;809396
694;6802;10;63899
695;10231;2;3440270
696;8309;9;2116900
697;1623;5;1012761
698;4920;9;492620
699;11416;1;797324
700;13850;3;1186740
701;2999;3;1879132
702;12556;7;3015423
703;10462;8;134085
704;2602;8;321893
705;13124;10;3264018
706;11070;5;1532431
707;10870;4;431633
708;5361;3;2817029
709;6524;7;2277587
710;13201;2;2235479
711;10777;10;1326297
712;9295;9;1764916
713;5170;9;3613129
714;2056;6;2143652
715;10631;7;901029
716;4217;6;1466162
717;11923;1;1102796
718;5911;3;2126535
719;8143;3;927189
720;8914;2;1891437
721;13154;8;3340883
722;5008;6;1321973
723;3441;2;1010898
724;11445;3;2754645
725;8995;8;20452
726;10044;7;503304
727;6348;7;3630886
728;8196;10;2020341
729;2460;3;3025630
730;6762;10;547191
731;10359;1;3547668
732;4100;5;2329816
733;4599;3;2080935
734;8494;7;3257434
735;14224;5;2245402
736;3040;1;2833675
737;8619;2;579448
738;2500;2;3610474
739;8856;2;2550331
740;10354;5;1009357
741;12888;1;772492
742;1652;4;160832
743;14046;1;981749
744;10679;6;795541
745;11704;9;3581475
746;3323;1;2561269
747;12036;6;1174452
748;2036;5;2321159
749;4970;4;2818602
750;13814;10;1974408
751;10397;6;1014473
752;12262;4;2542324
753;7696;6;3221297
754;2263;5;2561571
755;12695;3;1501723
756;11277;4;557582
757;5407;7;2004627
758;4241;4;1035318
759;7302;4;301909
760;5987;2;2760841
761;14362;7;1557360
762;10264;7;2067133
763;13254;9;3447406
764;6687;7;1730768
765;1768;1;2343231
766;13735;8;2652114
767;8066;6;3339561
768;6881;2;356093
769;8306;6;3554316
770;9198;6;1722997
771;8070;5;887284
772;1032;5;1147706
773;5499;5;3232076
774;3974;5;3573477
775;4543;5;1119189
776;13896;8;3180240
777;9987;2;341045
778;9036;3;215896
779;10211;10;2829179
780;10163;10;1115032
781;1632;9;2984544
782;3774;1;1309865
783;6754;1;2857372
784;3512;2;1051896
785;13602;2;3188844
786;12483;8;1005788
787;9007;10;2764510
788;3194;9;3174976
789;10735;6;1756327
790;8947;3;1688232
791;6684;4;829386
792;12290;10;3199938
793;12403;4;3309112
794;13894;8;3445301
795;8918;3;3108004
796;13200;5;2361133
797;13070;7;369791
798;7093;8;2906497
799;4362;5;2107837
800;1460;10;929409
801;5231;2;2877597
802;8950;1;818760
803;13763;6;2422867
804;8757;10;1096110
805;2356;8;1087000
806;4894;1;3522310
807;5868;5;2965792
808;7352;3;3303614
809;4139;2;1442728
810;4991;9;1977146
811;4500;7;216869
812;9533;10;1789398
813;12628;5;1862287
814;1998;3;2842720
815;7167;9;3431997
816;4863;7;247514
817;3588;8;2865406
818;2279;5;2395321
819;6183;4;2198081
820;6758;3;1338051
821;4212;9;3543369
822;3160;2;164789
823;3357;6;2255393
824;4622;5;1866461
825;4808;7;893827
826;4501;4;1343318
827;9645;4;1494753
828;13603;5;3442889
829;6988;4;466009
830;11085;2;2414303
831;13829;7;2810865
832;5558;8;1090044
833;11947;5;1763718
834;4573;5;1899692
835;3374;10;1893005
836;11313;1;2166428
837;7493;10;2543052
838;6570;5;1761661
839;11836;1;3620751
840;4992;2;3321931
841;14370;4;1695822
842;9038;5;3116650
843;7051;2;1732701
844;3452;10;3434869
845;8238;8;1471464
846;14173;8;2696085
847;8490;3;1337936
848;13745;8;466583
849;12609;6;13652
850;11159;8;2860669
851;3465;7;3151185
852;7041;4;1630012
853;9282;2;708912
854;13616;3;770539
855;1105;2;1041795
856;9398;9;2713213
857;12607;4;2219117
858;11399;4;556648
859;2872;5;202273
860;14750;3;3399874
861;5343;9;2028004
862;6786;5;3178842
863;3016;5;2837723
864;7073;5;2684469
865;8670;8;2822207
866;4721;9;2782635
867;6267;1;25924
868;4125;7;3618104
869;1540;7;949926
870;8288;4;1265963
871;1136;2;1360266
872;11806;1;1104278
873;2645;8;2430520
874;6975;7;2531948
875;14589;3;3298489
876;6429;5;427045
877;11606;7;2088109
878;6216;9;2476417
879;13810;8;395529
880;1601;10;1853622
881;12864;2;6208
882;9557;2;1028746
883;8550;2;3429658
884;14295;6;1261323
885;2369;3;2918440
886;6705;2;1181119
887;10698;8;381750
888;13057;9;994017
889;10855;3;858349
890;5684;8;2835767
891;1755;6;3602958
892;11914;3;1986989
893;7839;1;1559652
894;4871;7;221302
895;4216;6;1294149
896;10963;6;2172595
897;5819;1;279080
898;5249;5;2703838
899;6666;9;613123
900;3416;7;2344499
901;10316;6;2670357
902;2625;2;1375329
903;1793;9;3172042
904;13923;7;2403557
905;14906;10;1500848
906;14948;1;2047720
907;10027;3;2855329
908;1795;6;1832392
909;6196;7;1127827
910;9996;6;615195
911;5048;9;625328
912;14958;5;3398558
913;6661;6;161409
914;6632;4;2004419
915;8386;3;3394081
916;13453;1;999947
917;8402;1;3405210
918;13088;8;1577066
919;2451;9;3421646
920;1378;10;1641332
921;11175;9;2401509
922;8395;4;2688052
923;8372;2;2760511
924;6801;5;1770018
925;5942;9;1318655
926;7828;7;3029437
927;14972;9;3200690
928;4678;3;2209562
929;3840;3;1237994
930;7303;6;1125889
931;4345;8;148210
932;6583;7;3039881
933;3643;10;1863568
934;10587;10;1706767
935;10107;9;2839417
936;8335;3;2286369
937;8008;5;1512178
938;3275;8;1026279
939;13597;10;3416790
940;1675;9;871254
941;14075;10;1981985
942;14018;6;2205048
943;8203;9;3521746
944;1913;1;243160
945;8280;3;2210924
946;10115;7;205066
947;7645;6;1825585
948;9516;4;3211037
949;14317;1;483421
950;14476;6;294932
951;12385;6;2423257
952;3514;6;2357829
953;3127;2;2937892
954;6271;1;2627366
955;2690;3;3599040
956;5726;4;3638058
957;7902;4;2270857
958;11841;6;1402493
959;10944;7;1085190
960;7670;6;2126822
961;13150;2;2503306
962;5788;5;645838
963;8724;1;594873
964;14600;10;2602
965;3618;2;467145
966;14828;1;1241427
967;13362;4;1535251
968;2302;5;2110535
969;6494;4;2820988
970;10795;8;1108089
971;9901;5;3143403
972;2746;9;2379000
973;5038;2;1816260
974;1970;3;2550559
975;8620;10;3315710
976;6268;10;196681
977;1849;5;2822046
978;11159;8;2517457
979;3943;4;3214937
980;9378;2;1114092
981;1981;2;1204044
982;1219;2;3644979
983;5702;1;1726672
984;7638;10;943632
985;7314;1;2358551
986;4842;4;1446084
987;12864;10;102552
988;8568;1;2892098
989;5403;1;1763202
990;11305;2;2857176
991;13490;3;16030
992;9925;1;110161
993;10794;3;3597248
994;5226;6;1289884
995;11206;1;2024332
996;3398;8;1335985
997;3536;3;1610380
998;6640;6;3519618
999;12855;5;3432006
1000;13045;1;970125
1001;12474;4;2325868
1002;7715;1;3370763
1003;10337;2;390509
1004;8793;5;3030981
1005;4437;1;807181
1006;1831;8;44269
1007;6866;1;542019
1008;5176;4;387541
1009;8800;1;2967638
1010;5832;8;3402749
1011;10424;8;816274
1012;5330;4;3409194
1013;4099;8;1843106
1014;11491;1;3627156
1015;9408;4;923069
1016;3219;1;2513544
1017;4994;3;2574974
1018;7135;5;3307032
1019;8855;9;1299680
1020;9100;5;2676858
1021;1377;3;1139087
1022;12919;3;2299110
1023;10235;1;347854
1024;12455;2;3620195
1025;3952;9;1092567
1026;13375;4;3033774
1027;11286;1;2437956
1028;9963;2;526811
1029;11103;5;526862
1030;14022;8;1979950
1031;10748;7;2242050
1032;7392;3;2958392
1033;8864;2;2741447
1034;11908;9;2245666
1035;13632;10;2444266
1036;7554;5;1489199
1037;3680;1;3255067
1038;11154;1;2351654
1039;8362;5;136626
1040;2011;4;2314295
1041;4064;2;904423
1042;2782;10;3370389
1043;4017;3;3580212
1044;7997;1;2016265
1045;11954;2;2041298
1046;2952;10;262202
1047;8781;9;1922806
1048;8806;10;3625952
1049;12033;9;367541
1050;7257;8;3166330
1051;5586;9;2416927
1052;14135;9;1959533
1053;13676;8;2220583
1054;13394;9;755704
1055;6358;7;3486461
1056;13830;3;27511
1057;10457;5;3023352
1058;6753;9;426260
1059;2276;8;1938541
1060;14027;3;1429734
1061;5549;5;1262324
1062;3995;7;15628
1063;5167;10;3516587
1064;8215;7;988076
1065;8470;3;1161237
1066;9965;10;1513860
1067;12950;9;668587
1068;12018;3;3253834
1069;14587;4;1183559
1070;5501;4;3089545
1071;3749;5;2914180
1072;12121;9;224054
1073;2112;6;3170606
1074;2928;8;2640768
1075;8529;8;1772711
1076;11042;8;1424606
1077;11846;6;2374434
1078;8139;10;1987418
1079;9511;8;1579226
1080;7665;1;830664
1081;5162;3;1111265
1082;2539;7;2467656
1083;8998;5;159671
1084;8945;1;1016300
1085;1399;5;3218546
1086;12438;1;283298
1087;13712;8;738310
1088;4970;6;1986137
1089;12306;5;2414780
1090;12577;7;2417174
1091;8239;6;2121693
1092;10868;8;2829340
1093;3793;8;413062
1094;1642;1;2362847
1095;11182;9;1052605
1096;12046;1;889195
1097;13283;10;3509964
1098;2476;1;2592377
1099;11448;6;855472
1100;14991;4;527836
1101;3110;10;3249722
1102;10964;7;2324916
1103;14343;6;2442894
1104;10106;10;933641
1105;10565;3;252574
1106;13851;1;2193647
1107;3868;10;2444169
1108;11268;9;3235600
1109;14129;6;2638578
1110;4728;4;2062218
1111;1698;5;1308477
1112;10952;7;1036357
1113;4149;10;2502747
1114;13042;9;1108671
1115;6911;9;318546
1116;11113;8;2450457
1117;10013;5;3511911
1118;7000;9;2500755
1119;1887;9;1425051
1120;12345;2;878612
1121;7039;3;775891
1122;3847;8;2337749
1123;3008;7;839106
1124;11272;9;2422322
1125;5724;10;968214
1126;9622;6;85336
1127;1869;4;3466265
1128;14072;6;808188
1129;14841;5;1588997
1130;5184;8;883910
1131;2672;1;1570539
1132;12546;9;3437960
1133;5464;10;1132221
1134;5492;5;1051817
1135;7554;4;1236636
1136;7422;10;2442282
1137;8505;8;25334
1138;1812;1;2881834
1139;7685;3;764249
1140;12530;1;1025746
1141;3024;5;1494585
1142;7993;9;1158734
1143;2596;9;3003455
1144;6838;4;352707
1145;13733;2;1109128
1146;12604;10;1085986
1147;13350;4;326968
1148;2405;8;2960462
1149;14638;7;2044979
1150;6140;3;2257797
1151;8048;8;1032962
1152;8174;4;1009346
1153;2743;5;1167518
1154;13091;9;3633215
1155;7327;1;3407614
1156;14893;7;912417
1157;13893;10;1486252
1158;14021;9;21367
1159;5394;3;3621065
1160;12751;10;167647
1161;1305;10;2382684
1162;7329;2;1636563
1163;2218;6;1646690
1164;13244;2;1755145
1165;14245;9;492306
1166;4875;5;1526675
1167;10206;3;3560049
1168;13559;2;1451578
1169;6138;8;3527477
1170;11002;1;1532181
1171;7423;3;2425455
1172;10547;5;630268
1173;14528;3;1737156
1174;6568;9;399969
1175;12277;10;3039645
1176;5257;9;3273017
1177;6749;10;2990147
1178;10560;4;486915
1179;13880;4;1313803
1180;5682;1;3538238
1181;14783;10;3414645
1182;1974;1;505993
1183;6682;1;2419034
1184;5287;8;2986798
1185;1016;9;3506657
1186;13220;2;561987
1187;4798;3;2270321
1188;8524;6;1155097
1189;8070;7;1300071
1190;8604;3;324794
1191;11391;3;956794
1192;14928;9;5010
1193;2903;1;2916595
1194;12436;3;597355
1195;7104;3;2298606
1196;12933;6;3514123
1197;11409;4;3167687
1198;4784;8;1248979
1199;5644;4;3516520
1200;12492;7;3237902
1201;8823;3;1181769
1202;14758;6;2531496
1203;14825;7;3089011
1204;11039;1;513223
1205;12666;9;3488478
1206;12360;1;403232
1207;7438;7;2928265
1208;4392;2;768041
1209;1957;1;593688
1210;13262;10;135190
1211;14272;2;1578345
1212;6123;1;999420
1213;5273;5;2363115
1214;7892;6;83091
1215;5397;6;408791
1216;5041;2;1877030
1217;6661;9;2873284
1218;10285;4;2315840
1219;13711;2;1904148
1220;2373;4;3585964
1221;8998;1;2912271
1222;7348;10;2405158
1223;11768;4;151585
1224;13658;2;3203521
1225;7825;7;575784
1226;5581;2;2421104
1227;12118;4;1369431
1228;4548;8;1139959
1229;4216;6;1757055
1230;5797;6;3181084
1231;9062;5;105766
1232;8168;2;1741492
1233;11832;7;626137
1234;5065;10;1731601
1235;7288;2;2357041
1236;3602;1;883164
1237;13401;8;1073175
1238;8646;9;1906395
1239;8924;10;3154606
1240;10118;10;3104227
1241;9466;2;1289343
1242;1753;9;1502479
1243;12405;2;561907
1244;1570;10;1165354
1245;2235;8;2402365
1246;13834;2;3613297
1247;1060;4;1297073
1248;7886;7;2833895
1249;7701;4;188564
1250;9398;8;421870
1251;13142;8;641252
1252;3547;8;852026
1253;14868;4;3001261
1254;7468;7;3586241
1255;3202;10;325846
1256;14626;3;2432682
1257;13752;3;2380526
1258;13235;2;3541831
1259;2706;8;3592966
1260;13275;4;1067586
1261;14100;9;2689911
1262;1419;6;1788399
1263;3507;4;2666594
1264;11039;9;1068698
1265;5427;3;29481
1266;7701;2;3492520
1267;6494;9;373754
1268;4923;9;631888
1269;10509;9;1382181
1270;3057;7;3181286
1271;7703;3;804367
1272;8610;1;967337
1273;3108;8;2816957
1274;7087;7;2455498
1275;11437;9;2297503
1276;4832;8;1409841
1277;13392;2;1844148
