69302;5;9182;11570;18
69603;10;4753;10672;31
70008;1;6741;13680;23
70412;5;4016;3337;13
70506;7;7225;14049;16
70857;10;5217;12432;31
71332;5;1786;13760;31
71683;10;6077;8810;31
72034;6;3614;5159;36
72180;10;4829;2438;36
72268;10;987;12864;0
72764;6;8309;11372;36
73024;8;3073;5352;18
73167;5;5146;5639;18
73317;8;7660;7954;18
73502;8;3821;1396;0
73554;4;4551;7339;19
73770;1;9799;6874;22
74014;9;9824;4594;47
74229;5;1231;9062;38
74440;5;3809;10635;0
74704;7;4579;14818;16
75049;8;7696;13011;8
75360;7;9463;3777;8
75446;7;3826;9219;0
75672;5;6861;4942;16
75787;5;9068;3582;0
75895;2;2561;5559;24
76160;9;7692;3557;42
76322;7;1966;5122;25
76439;7;8592;1854;0
76498;5;2120;9951;16
76765;6;8717;10050;35
76997;7;3810;9972;18
77256;1;992;9925;32
77563;3;8199;5079;23
77783;6;1855;4293;38
77893;8;8061;11630;18
78189;1;7459;7692;25
78453;6;6100;8450;44
78671;3;422;10090;38
79055;1;2596;9583;23
79329;1;6947;10074;0
79642;8;3038;4512;25
79753;9;5202;2022;6
79860;3;9891;2985;29
80015;7;6307;13798;48
80361;1;8;7689;32
80606;8;1487;5054;25
80730;9;4852;10513;6
81135;9;5759;1048;0
81214;5;7811;6664;38
81400;10;4416;6030;31
81647;7;5079;7594;31
81851;10;1755;12039;31
82304;1;572;5654;23
82483;2;8953;1070;17
82541;3;2607;9849;15
82913;4;3450;3828;20
83033;8;5981;5613;19
83189;1;5496;6603;25
83403;8;9912;11803;25
83697;4;7375;4364;19
83834;1;4936;1832;22
83900;5;5062;7422;13
84087;4;6871;5513;14
84233;4;7881;9674;0
84508;3;2801;13761;20
85038;6;7836;7202;38
85192;6;8093;2852;0
85298;2;4956;13599;45
85884;9;6800;10295;42
86300;4;3860;2147;20
86377;9;4104;14343;20
86976;1;4477;5984;47
87169;4;5560;4547;22
87299;2;2794;13722;10
87892;8;6541;5058;44
88018;7;8754;12540;8
88322;2;6061;13121;19
88864;1;255;11057;17
89193;5;6571;2259;13
89267;3;4786;1141;21
89328;4;1837;8700;20
89579;1;341;10304;22
89874;1;7429;7935;0
90124;3;2204;13790;23
90617;3;4230;3096;0
90768;10;8430;11436;40
91219;4;558;5240;42
91377;9;3929;6545;20
91676;1;7636;3214;47
91791;3;8655;14560;23
92349;6;2036;14942;38
92685;7;2628;6390;18
92856;9;6644;10113;25
93291;10;599;11598;46
93737;7;8889;9680;31
93975;6;8568;11590;18
94260;3;7467;7154;38
94555;8;703;10462;39
94843;2;2242;10350;44
95305;10;1210;13262;48
95810;5;3933;14663;31
96186;6;3264;14927;35
96532;9;4764;13392;28
97094;10;2012;4062;46
97271;7;6395;10981;31
97539;6;5773;2285;18
97623;5;1039;8362;35
97834;7;3245;10323;16
98100;10;284;1534;31
98186;5;6761;2121;31
98267;10;5538;6099;31
98527;4;8115;8267;42
98764;8;2341;1699;19
98804;8;536;2708;0
98875;7;3327;4376;8
99000;9;6101;9196;25
99374;4;4255;10114;20
99660;8;9486;13224;19
99986;5;2074;14950;18
100347;1;3905;8919;13
100602;1;4407;11410;0
100941;5;3321;5497;13
101100;10;1505;4218;31
101299;2;3737;8069;48
101646;5;5021;3355;24
101756;10;7526;12989;31
102262;4;4286;4410;42
102389;2;9837;8028;10
102735;5;5214;2491;24
102824;10;559;13437;31
103352;2;9834;8820;48
103729;5;7152;10215;24
103967;5;4854;10431;0
104224;4;6276;10424;14
104513;5;6473;6100;14
104655;5;5249;13235;0
104998;6;7149;1008;35
105038;7;2333;12952;18
105381;3;2734;4482;48
105590;7;2817;8335;48
105796;5;3383;5820;16
105950;8;931;4345;18
106070;5;1955;5991;18
106245;6;4631;13193;35
106566;4;1223;11768;40
106895;8;2283;1314;19
106944;5;5648;10822;18
107210;4;4168;14243;14
107627;10;8467;12095;42
108107;8;9746;5785;48
108261;4;5133;11547;19
108584;8;5377;1892;19
108647;4;2179;1643;19
108711;3;6447;11615;20
109141;2;5732;9922;15
109548;4;6909;4450;10
109686;3;2082;2624;20
109828;7;8270;7058;48
110014;9;6625;5885;25
110261;4;5399;8022;20
110473;4;9751;2075;0
110548;9;1405;6518;20
110824;7;2117;2237;25
110923;3;5763;8886;48
111256;2;1975;13843;15
111829;7;9529;3612;19
111930;6;6581;8937;18
112165;1;6881;8488;44
112421;5;1083;8998;13
112662;10;3318;9397;31
113029;7;7301;6994;31
113236;3;1827;8708;48
113562;2;1521;7297;15
113871;1;7124;11698;17
114228;4;742;1652;22
114314;10;9719;8020;42
114637;6;913;6661;36
114779;6;8937;12403;0
115081;3;9714;1762;38
115173;9;4873;11555;29
115643;7;2616;14624;25
116001;9;6027;11870;25
116458;9;5708;1711;0
116570;10;9005;12396;46
117013;10;5212;13694;0
117549;9;8724;12533;46
118032;9;7298;10508;0
118479;2;822;3160;42
118616;4;2282;10335;10
118898;7;524;3888;10
118997;4;6991;12522;10
119346;8;6673;9506;19
119616;10;1160;12751;48
120118;9;6053;9972;46
120540;5;291;7286;38
120734;2;100;3408;24
120913;9;9051;8688;42
121273;7;9521;5376;25
121404;8;5911;10797;8
121674;6;6942;7009;18
121860;10;9944;4712;36
122060;7;6422;7890;31
122240;7;7313;12378;0
122547;9;4733;10600;25
122983;6;8157;8052;28
123173;8;5051;2561;18
123252;4;7943;8870;19
123500;5;5282;7431;14
123697;2;2539;11814;24
124218;10;7016;2484;48
124353;9;3095;9738;46
124775;1;3653;4839;47
124937;10;2693;3944;23
125126;8;5984;2380;48
125230;10;9596;7581;48
125501;10;3149;1546;0
125605;8;8610;13024;48
125952;2;6494;1031;44
126036;9;7742;10848;42
126479;7;9042;8083;25
126711;3;6606;11697;48
127150;5;5735;14902;21
127497;5;7332;1972;0
127559;7;6343;8546;16
127754;7;4299;8448;0
127971;9;2013;10478;25
128402;6;1702;13249;28
128720;10;2133;6326;36
128969;1;4233;6440;23
129200;9;9985;11076;47
129626;9;6656;14944;0
130247;10;1665;1016;46
130315;7;9049;4813;31
130473;3;7274;11677;48
130920;9;8246;5574;29
131160;7;7128;10787;25
131406;7;9060;4044;0
131530;1;4264;12565;32
131889;1;5750;8063;0
132120;1;5156;8950;0
132389;5;7670;14431;13
132756;10;1542;12712;31
133256;9;3708;5162;46
133484;3;4170;6553;29
133719;3;2925;6639;0
133980;1;239;13957;23
134402;3;8632;1710;23
134503;8;2944;3598;39
134635;10;5110;6192;48
134899;4;1249;7701;42
135122;9;4638;12523;20
135624;4;5113;11269;20
135943;1;395;2317;22
136033;3;5401;4323;23
136227;8;3116;4283;39
136375;10;18;5488;48
136602;5;7401;8928;31
136831;3;1878;1242;21
136899;1;7970;8219;23
137166;7;3820;2939;32
137249;5;485;13799;16
137584;4;645;7040;14
137812;10;8796;6955;42
138092;5;5845;9241;31
138307;5;8392;13188;0
138652;9;7127;11685;38
139140;5;6450;10398;38
139382;5;9437;3249;0
139496;9;2467;3512;38
139652;4;7236;1536;20
139735;10;976;6268;42
140001;4;3866;6444;42
140191;9;4066;5682;20
140430;4;1997;8915;20
140685;3;7315;2816;20
140815;9;5245;9406;29
141219;2;8009;8388;42
141603;10;6585;8441;48
141953;8;9774;2684;48
142024;7;9548;3688;8
142108;7;8842;7922;0
142289;7;5;8019;0
142472;7;8823;1995;0
142526;8;3146;13450;8
142839;8;6775;3420;0
142927;7;6584;12083;8
143233;10;6913;9067;31
143599;4;1716;9850;42
143879;9;453;5308;20
144130;10;8949;13662;46
144666;2;2967;14704;48
145279;5;859;2872;24
145381;6;2202;6307;35
145534;8;4712;6122;18
145695;6;5163;1996;18
145756;8;4499;4902;18
145895;1;3796;9421;25
146197;7;946;10115;32
146458;10;5411;11222;31
146890;5;8374;3109;31
146994;10;3684;5865;31
147250;9;8223;9357;46
147657;1;4343;1257;47
147737;6;9957;13358;44
148066;1;2268;14247;44
148496;4;7734;14659;22
148902;3;9183;9973;20
149288;9;4719;6060;29
149568;10;4295;10318;46
149968;5;510;14780;31
150343;10;6681;7333;31
150628;1;7214;13902;23
151073;9;9704;9581;47
151484;2;5000;13145;42
152055;6;2053;10660;45
152322;4;5444;2369;40
152427;10;1914;11206;42
152874;9;6201;8919;46
153224;8;4765;11059;6
153490;7;7950;11880;8
153792;1;9986;4847;32
153948;2;4309;5582;17
154187;3;5216;10821;15
154597;1;2300;2903;23
154703;10;8707;5316;23
154941;8;9810;7475;48
155154;3;778;9036;39
155506;9;9574;14949;29
156081;9;4113;9414;0
156491;1;7450;9829;47
156795;10;9241;10901;23
157216;7;811;4500;31
157319;7;1970;11814;0
157598;4;2739;1169;10
157651;1;3555;10457;22
157972;4;6544;13378;22
158335;7;5365;12109;10
158611;7;5662;9179;0
158828;8;448;10127;8
159108;2;9594;9988;44
159518;4;9969;12270;10
159851;2;9387;4703;10
160085;6;4214;3962;45
160198;9;5661;2704;28
160322;4;5929;2031;20
160386;2;165;6291;10
160683;6;6271;3184;45
160769;7;894;4871;18
160896;5;3362;12123;16
161191;1;8490;11079;13
161555;9;9727;8261;47
161873;9;3303;5239;0
162117;2;7443;12041;42
162614;3;7333;2721;15
162712;3;3999;10551;0
163129;10;3069;9422;40
163514;2;398;1809;48
163635;10;9344;14780;48
164194;5;8821;3372;31
164311;9;1072;12121;38
164824;10;8869;2607;46
164949;7;8834;8420;31
165166;9;4011;14226;25
165720;8;5396;2808;6
165794;7;3092;11332;8
166084;1;4269;11702;32
166441;4;4823;12550;22
166792;3;8919;10106;20
167182;9;7953;13338;29
167695;9;7694;8463;0
168068;1;4799;7761;47
168313;3;8252;13595;23
168828;9;9099;13994;29
169414;1;4138;14623;47
169876;6;4793;2501;44
169948;7;4644;10464;18
170186;7;9705;8835;0
170387;7;1866;9716;0
170626;6;6133;14559;18
170974;3;7689;3337;38
171123;9;5426;6628;29
171416;5;444;11997;38
171733;9;5003;4527;38
171950;2;3805;2255;42
172051;4;9180;4711;10
172185;2;7502;10895;10
172631;4;3563;9902;10
172934;10;3418;4472;42
173136;4;5725;4210;42
173287;6;9785;13618;40
173595;7;9190;11418;18
173887;1;644;6727;32
174127;9;9973;7423;47
174460;1;5737;12814;47
174874;9;5023;5201;47
175100;7;3469;2494;25
175176;2;8214;8048;19
175540;9;6783;10026;42
175972;10;8083;9109;46
176329;7;3122;4991;31
176462;2;4308;9843;19
176898;9;6255;1314;42
176995;10;2608;5153;46
177216;6;240;12876;36
177508;7;8245;14824;18
177864;2;6733;1185;19
177954;9;5581;1416;42
178015;8;2627;7368;6
178235;10;5744;11187;48
178677;4;2682;8682;42
178948;10;8904;3849;42
179109;1;944;1913;23
179208;6;9581;9459;44
179448;3;6249;8201;38
179764;1;7590;5443;23
179933;5;3508;12855;13
180245;1;3610;8128;13
180478;1;3517;9332;0
180777;7;4993;2714;32
180855;5;8111;6045;16
181031;6;5857;12399;35
181295;6;2415;9267;0
181531;3;6258;9673;38
181917;10;8087;5064;40
182146;2;2116;6591;48
182454;8;2287;6683;44
182618;7;816;4863;8
182739;4;1907;1439;10
182797;9;5586;1850;20
182911;2;8257;2224;42
183019;7;2353;11079;19
183281;4;2523;14055;10
183665;5;4705;9035;14
183889;1;8774;2611;13
183986;4;1570;7225;22
184199;1;3332;6942;22
184415;2;2138;9370;17
184790;2;9930;10441;0
185223;3;7611;3889;15
185401;8;4756;11081;39
185667;7;6751;13877;8
186002;2;7703;3735;19
186162;4;5339;3155;10
186260;5;1616;1052;14
186301;7;9385;8219;16
186496;8;1454;9663;8
186739;5;4979;9707;18
186986;3;1105;10565;21
187404;10;3727;14812;40
187979;9;213;4520;46
188182;3;8899;1504;29
188251;2;1830;4936;15
188464;3;9328;4735;15
188674;10;9996;14867;40
189241;6;7460;5229;36
189381;9;5477;1144;28
189425;9;5689;5064;0
189667;1;7751;8572;47
189912;1;2638;11552;0
190265;4;1396;12127;22
190607;1;3347;7631;22
190851;8;9006;4462;25
190974;4;1698;1449;19
191027;5;1901;13384;14
191370;10;96;12557;31
191819;10;9305;5439;0
192037;1;6667;6330;23
192265;9;5203;13778;47
192820;7;5042;3996;25
192942;10;1046;2952;31
193096;2;1849;3990;48
193280;5;3489;6893;24
193465;2;8000;1213;24
193559;6;8278;3484;45
193679;2;4480;14546;45
194261;2;8976;6150;0
194526;7;9656;14585;19
194876;6;5951;7621;18
195079;4;5353;5155;40
195255;6;2177;6503;40
195412;8;8515;3011;18
195483;8;9532;12584;0
195795;4;1690;9481;19
196065;3;2076;2488;20
196177;1;2146;9578;23
196474;3;5562;7074;23
196766;8;7802;4629;39
196882;7;7344;2319;8
196954;2;4068;3578;19
197142;8;2075;13291;44
197477;1;6179;9419;25
197770;10;1377;14885;23
198302;10;1828;1142;0
198379;6;4825;7788;36
198589;1;424;1784;44
198663;3;9078;3425;23
198807;5;1466;14170;21
199151;4;5937;12963;14
199503;7;9807;2858;10
199584;5;9877;1926;16
199643;4;3353;14843;14
200034;4;683;14412;0
200434;9;6750;1516;20
200521;6;3260;10213;28
200757;7;5418;8254;18
200977;1;897;5819;32
201176;7;9831;1375;32
201233;9;6675;14781;25
201808;8;9979;6526;6
202008;10;8117;10443;48
202429;8;7314;11623;48
202719;4;8152;5515;19
202905;6;1825;3252;40
203010;5;7930;9360;35
203241;1;1086;12438;13
203644;9;9697;9335;47
204042;5;5530;7280;38
204225;1;3963;12936;13
204642;9;2504;4176;47
204841;5;7830;13132;38
205178;10;8815;11211;31
205602;1;5357;11451;23
205930;1;8425;8665;0
206201;10;9315;4763;23
206414;4;8995;8330;42
206656;1;5789;4784;22
206793;1;1482;1168;0
206827;1;1338;14237;0
207251;2;2460;14378;17
207842;3;8171;12352;15
208305;5;4520;5946;21
208468;2;1556;11392;24
208934;4;3513;6189;10
209117;3;5292;12175;20
209581;9;6006;3549;29
209760;2;3709;11648;42
210271;6;4876;5586;45
210408;7;223;1476;18
210450;8;4205;1115;8
210501;1;2403;10025;25
210811;10;3540;14162;23
211317;10;6103;5793;0
211555;7;3857;2274;31
211638;10;124;2766;31
211773;6;6721;5782;36
211925;9;5656;4375;28
212123;3;2918;10318;29
212530;6;950;14476;38
212883;2;9470;1608;45
212990;9;1773;1604;42
213090;5;465;6588;38
213268;2;7151;4684;24
213501;6;7330;7363;45
213686;9;503;9787;28
214069;8;6902;1575;6
214112;9;8012;11135;6
214579;5;8968;5573;38
214709;5;3093;3489;0
214809;8;4510;4220;18
214947;3;6412;10753;39
215372;10;9604;1649;40
215454;1;310;11995;23
215810;5;4970;10739;13
216073;1;2953;8365;13
216359;9;3954;9478;47
216770;10;6720;10006;46
217176;2;611;3345;48
217354;8;3072;14418;44
217709;4;4122;10666;19
218004;5;2674;12113;14
218324;9;1503;14204;38
218891;4;759;7302;20
219106;1;9580;6432;22
219313;3;4127;12932;23
219795;4;6882;6617;20
219970;4;643;3250;0
220056;4;9763;9180;0
220317;8;8526;8249;19
220553;2;6197;1754;44
220648;5;9057;14388;24
221001;8;1585;6307;18
221166;6;5058;5625;18
221314;9;4698;12853;28
221834;7;2083;6232;25
221976;7;5731;13620;0
222334;3;2388;1928;48
222424;5;9147;9232;21
222674;6;2101;11428;35
222963;2;7780;3004;45
223126;9;6311;7733;42
223424;9;6278;4041;0
223609;3;8817;10304;29
223998;5;5103;7339;21
224193;2;9277;4809;24
224434;10;2862;10583;48
224835;1;1648;10301;23
225143;5;8379;6801;13
225326;2;9011;12548;24
225872;8;8396;7406;44
226084;3;8248;3182;39
226221;1;4727;13972;23
226634;5;7336;5404;13
226760;5;4209;14175;0
227108;8;3176;8447;18
227323;5;4021;7462;18
227535;9;41;13372;38
228096;10;7615;14354;46
228657;2;6344;10525;48
229120;9;1925;12472;42
229625;7;3626;10601;25
229898;1;7785;12364;32
230296;6;8800;7832;44
230501;3;2883;7102;38
230775;4;6880;2771;20
230868;9;3288;13189;20
231405;3;7891;10431;29
231778;3;6892;2036;0
231889;6;2546;6173;38
232065;1;8725;6227;44
232275;7;471;11964;32
232579;1;5971;6515;32
232779;5;3108;7141;13
232970;2;8807;1746;24
233082;9;8290;10388;42
233529;1;7567;6464;47
233761;9;1115;6911;47
234056;3;7550;2606;29
234173;1;5463;5675;23
234380;6;7273;9301;44
234616;3;1504;9409;38
234993;10;3689;1883;40
235103;4;4148;3127;42
235206;9;8069;2321;20
235296;9;5579;9294;0
235660;8;704;2602;6
235729;7;4236;10025;8
235967;4;4919;8636;10
236214;8;4388;6140;19
236401;2;3928;9466;44
236799;7;4063;7209;19
236963;7;2285;6731;0
237134;6;7059;3474;18
237253;2;9134;9091;45
237632;3;1190;8604;15
237979;8;9585;10130;39
238240;1;360;9756;25
238542;10;1255;3202;23
238688;5;7230;3407;31
238806;9;6996;14110;38
239369;4;1147;13350;20
239731;7;8336;11158;10
240010;9;6172;10796;25
240451;7;501;14345;25
240786;8;5947;14400;8
241121;8;273;7388;0
241341;10;4703;10134;48
241745;4;26;14835;42
242146;2;5611;11079;10
242614;5;4859;5418;24
242740;5;2254;11057;0
243022;2;4556;6418;24
243321;9;9702;4459;42
243522;3;6351;14903;29
244094;8;1840;1746;39
244183;10;1821;14449;48
244748;2;7639;7366;48
245085;9;4781;13425;42
245622;4;6014;14617;20
246047;6;6274;3099;40
246151;3;5818;10337;38
246544;1;9342;8725;23
246816;4;4789;5518;22
246984;1;6477;4618;22
247138;4;7249;1854;22
247209;1;2567;9492;22
247513;7;2661;10967;32
247788;9;3342;11878;25
248287;2;2315;14515;42
248868;2;7972;2333;0
249007;6;4773;9797;45
249260;1;2549;13297;44
249672;7;7277;1114;32
249714;5;9025;9815;16
249967;2;777;9987;24
250411;8;6968;3178;44
250491;9;2503;5489;6
250745;2;1443;9156;42
251160;10;4564;9198;48
251537;8;8691;3966;48
251648;5;476;4602;18
251794;9;5067;2322;38
251922;5;7799;6213;38
252088;3;6938;6926;21
252374;6;2985;8076;38
252582;10;4814;6811;36
252866;3;8898;6612;40
253141;6;7593;4237;38
253277;2;5209;12867;45
253834;9;2975;7806;42
254163;6;8471;2394;28
254259;2;2454;5728;45
254534;6;4191;6799;45
254723;1;1023;10235;44
255060;6;9921;5445;44
255221;2;6205;11875;45
255711;3;2115;10843;15
256128;9;3938;7905;29
256462;3;8500;11535;29
256874;3;4472;6013;0
257112;1;3366;6505;23
257298;1;6517;3820;0
257408;1;3671;7051;0
257654;6;669;10061;44
257907;3;5704;7539;38
258177;3;9905;6255;0
258424;1;7340;11037;23
258772;7;7515;9411;32
259034;3;9941;13279;48
259549;10;8852;8378;40
259885;6;5915;6577;36
260063;3;9121;14352;38
260596;4;1144;6838;20
260795;8;3595;10480;19
261087;10;4090;9197;48
261462;9;7349;9217;46
261845;6;6596;9974;28
262086;9;6185;5061;28
262319;5;7784;12612;38
262648;6;4372;8791;35
262871;5;8078;10194;35
263144;6;7893;5610;35
263309;2;768;6881;45
263600;3;2130;9985;15
263977;4;4795;3274;20
264104;6;4083;7090;40
264291;10;7425;11202;36
264734;4;1709;6252;42
264899;4;7630;2963;0
264997;3;7303;1902;20
265113;7;2077;13967;48
265479;3;6498;1947;48
265588;8;2196;9251;39
265810;9;5356;12750;6
266321;4;5976;4505;20
266460;3;9188;10059;20
266860;10;6198;9628;40
267252;8;9734;9355;48
267518;10;7366;12266;48
267980;1;2016;8586;23
268248;4;1535;10737;22
268531;4;5236;14788;0
268940;8;1354;13884;19
269271;7;4487;3612;8
269362;8;2461;6684;8
269537;4;2048;3228;19
269664;10;6815;11418;42
270072;10;8411;5726;0
270308;7;3591;7712;31
270500;5;9634;7171;16
270685;8;2323;6445;18
270835;8;5921;3497;0
270965;10;5198;6569;48
271248;8;4126;11766;48
271522;8;2892;8314;0
271716;8;3920;7341;0
271931;2;5455;6524;44
272237;6;6406;3900;45
272338;7;4569;7332;18
272530;9;1049;12033;25
273035;2;4784;11067;42
273523;6;7853;3970;45
273626;7;6569;5678;18
273766;4;7877;10512;10
274085;10;3922;5345;42
274299;1;7920;14727;23
274764;6;8822;3245;44
274852;7;797;13070;18
275182;1;4154;3145;32
275297;8;5448;2440;25
275379;1;5438;9553;25
275696;6;7786;2759;44
275755;6;9487;14107;0
276100;1;262;6767;44
276326;7;8743;11091;32
276611;1;608;13846;32
277030;3;8727;8941;23
277370;4;4531;6735;20
277568;9;1267;6494;20
277865;1;5439;6633;47
278068;5;9318;11027;13
278338;1;5344;5806;13
278521;2;2068;10977;17
278976;3;7041;8610;15
279305;5;4334;2201;21
279373;7;345;10710;16
279642;9;3421;7743;25
279965;7;6514;6772;25
280135;5;1987;6126;16
280302;2;3841;6108;24
280595;10;4673;1883;48
280699;6;9765;9648;36
280933;9;2041;7071;28
281243;5;1778;7244;38
281450;9;3950;5408;38
281678;4;8978;13329;20
282029;4;7577;13276;0
282401;1;3898;14728;22
282854;7;5897;10649;32
283105;8;887;10698;8
283402;10;4128;7369;48
283714;2;9618;10814;48
284189;9;362;10448;42
284619;6;1737;12706;28
284925;5;2656;12813;35
285239;7;9410;8007;16
285453;1;6214;9187;32
285739;3;7831;13738;23
286245;2;668;14159;15
286827;3;9276;14518;15
287366;4;1008;5176;20
287503;4;9092;14550;0
287908;1;5955;7062;22
288157;9;6086;2500;47
288296;2;6647;12588;42
